Anno;Causa di morte;Classe eta;Numero decessi;miovalore;logic                                                                                                                                           
2003;Malattie della pelle e del sottocutaneo;85 anni e oltre;0;10;0                                                                                                                                     
2003;Malattie della pelle e del sottocutaneo;da 0 a 19 anni;0;17;0                                                                                                                                      
2003;Malattie della pelle e del sottocutaneo;da 20 a 34 anni;0;11;0                                                                                                                                     
2003;Malattie della pelle e del sottocutaneo;da 35 a 49 anni;0;15;0                                                                                                                                     
2003;Malattie della pelle e del sottocutaneo;da 50 a 59 anni;0;16;0                                                                                                                                     
2003;Malattie della pelle e del sottocutaneo;da 60 a 69 anni;0;12;0                                                                                                                                     
2003;Malattie della pelle e del sottocutaneo;da 70 a 74 anni;0;19;0                                                                                                                                     
2003;Malattie della pelle e del sottocutaneo;da 75 a 79 anni;1;20;0                                                                                                                                     
2003;Malattie della pelle e del sottocutaneo;da 80 a 84 anni;0;13;0                                                                                                                                     
2003;Malattie dell'apparato genitourinario;85 anni e oltre;19;17;0                                                                                                                                      
2003;Malattie dell'apparato genitourinario;da 0 a 19 anni;0;15;0                                                                                                                                        
2003;Malattie dell'apparato genitourinario;da 20 a 34 anni;0;11;0                                                                                                                                       
2003;Malattie dell'apparato genitourinario;da 35 a 49 anni;1;17;0                                                                                                                                       
2003;Malattie dell'apparato genitourinario;da 50 a 59 anni;0;10;0                                                                                                                                       
2003;Malattie dell'apparato genitourinario;da 60 a 69 anni;1;14;0                                                                                                                                       
2003;Malattie dell'apparato genitourinario;da 70 a 74 anni;2;17;0                                                                                                                                       
2003;Malattie dell'apparato genitourinario;da 75 a 79 anni;5;13;0                                                                                                                                       
2003;Malattie dell'apparato genitourinario;da 80 a 84 anni;8;20;0                                                                                                                                       
2003;Malattie infettive e parassitarie;85 anni e oltre;9;19;0                                                                                                                                           
2003;Malattie infettive e parassitarie;da 0 a 19 anni;0;12;0                                                                                                                                            
2003;Malattie infettive e parassitarie;da 20 a 34 anni;0;20;0                                                                                                                                           
2003;Malattie infettive e parassitarie;da 35 a 49 anni;0;16;0                                                                                                                                           
2003;Malattie infettive e parassitarie;da 50 a 59 anni;0;12;0                                                                                                                                           
2003;Malattie infettive e parassitarie;da 60 a 69 anni;1;16;0                                                                                                                                           
2003;Malattie infettive e parassitarie;da 70 a 74 anni;1;20;0                                                                                                                                           
2003;Malattie infettive e parassitarie;da 75 a 79 anni;3;13;0                                                                                                                                           
2003;Malattie infettive e parassitarie;da 80 a 84 anni;5;18;0                                                                                                                                           
2003;Malformazioni congenite;85 anni e oltre;0;14;0                                                                                                                                                     
2003;Malformazioni congenite;da 0 a 19 anni;3;10;0                                                                                                                                                      
2003;Malformazioni congenite;da 20 a 34 anni;0;18;0                                                                                                                                                     
2003;Malformazioni congenite;da 35 a 49 anni;0;11;0                                                                                                                                                     
2003;Malformazioni congenite;da 50 a 59 anni;0;10;0                                                                                                                                                     
2003;Malformazioni congenite;da 60 a 69 anni;0;17;0                                                                                                                                                     
2003;Malformazioni congenite;da 70 a 74 anni;0;13;0                                                                                                                                                     
2003;Malformazioni congenite;da 75 a 79 anni;0;15;0                                                                                                                                                     
2003;Malformazioni congenite;da 80 a 84 anni;1;19;0                                                                                                                                                     
2003;Non recuperata;85 anni e oltre;0;12;0                                                                                                                                                              
2003;Non recuperata;da 0 a 19 anni;0;19;0                                                                                                                                                               
2003;Non recuperata;da 20 a 34 anni;0;15;0                                                                                                                                                              
2003;Non recuperata;da 35 a 49 anni;0;13;0                                                                                                                                                              
2003;Non recuperata;da 50 a 59 anni;0;17;0                                                                                                                                                              
2003;Non recuperata;da 60 a 69 anni;0;10;0                                                                                                                                                              
2003;Non recuperata;da 70 a 74 anni;0;11;0                                                                                                                                                              
2003;Non recuperata;da 75 a 79 anni;1;18;0                                                                                                                                                              
2003;Non recuperata;da 80 a 84 anni;0;14;0                                                                                                                                                              
2003;Overdose;85 anni e oltre;0;14;0                                                                                                                                                                    
2003;Overdose;da 0 a 19 anni;0;18;0                                                                                                                                                                     
2003;Overdose;da 20 a 34 anni;0;13;0                                                                                                                                                                    
2003;Overdose;da 35 a 49 anni;0;20;0                                                                                                                                                                    
2003;Overdose;da 50 a 59 anni;0;16;0                                                                                                                                                                    
2003;Overdose;da 60 a 69 anni;0;12;0                                                                                                                                                                    
2003;Overdose;da 70 a 74 anni;0;16;0                                                                                                                                                                    
2003;Overdose;da 75 a 79 anni;0;20;0                                                                                                                                                                    
2003;Overdose;da 80 a 84 anni;0;12;0                                                                                                                                                                    
2003;Sintomi, segni e stati morbosi mal definiti;85 anni e oltre;20;19;0                                                                                                                                
2003;Sintomi, segni e stati morbosi mal definiti;da 0 a 19 anni;0;15;0                                                                                                                                  
2003;Sintomi, segni e stati morbosi mal definiti;da 20 a 34 anni;1;13;0                                                                                                                                 
2003;Sintomi, segni e stati morbosi mal definiti;da 35 a 49 anni;0;17;0                                                                                                                                 
2003;Sintomi, segni e stati morbosi mal definiti;da 50 a 59 anni;1;14;0                                                                                                                                 
2003;Sintomi, segni e stati morbosi mal definiti;da 60 a 69 anni;2;10;0                                                                                                                                 
2003;Sintomi, segni e stati morbosi mal definiti;da 70 a 74 anni;1;17;0                                                                                                                                 
2003;Sintomi, segni e stati morbosi mal definiti;da 75 a 79 anni;1;11;0                                                                                                                                 
2003;Sintomi, segni e stati morbosi mal definiti;da 80 a 84 anni;4;15;0                                                                                                                                 
2003;Suicidi;85 anni e oltre;0;19;0                                                                                                                                                                     
2003;Suicidi;da 0 a 19 anni;0;13;0                                                                                                                                                                      
2003;Suicidi;da 20 a 34 anni;0;20;0                                                                                                                                                                     
2003;Suicidi;da 35 a 49 anni;4;19;0                                                                                                                                                                     
2003;Suicidi;da 50 a 59 anni;0;12;0                                                                                                                                                                     
2003;Suicidi;da 60 a 69 anni;3;16;0                                                                                                                                                                     
2003;Suicidi;da 70 a 74 anni;0;15;0                                                                                                                                                                     
2003;Suicidi;da 75 a 79 anni;1;11;0                                                                                                                                                                     
2003;Suicidi;da 80 a 84 anni;1;18;0                                                                                                                                                                     
2003;Traumatismi ed avvelenamenti;85 anni e oltre;55;10;0                                                                                                                                               
2003;Traumatismi ed avvelenamenti;da 0 a 19 anni;0;14;0                                                                                                                                                 
2003;Traumatismi ed avvelenamenti;da 20 a 34 anni;0;18;0                                                                                                                                                
2003;Traumatismi ed avvelenamenti;da 35 a 49 anni;1;14;0                                                                                                                                                
2003;Traumatismi ed avvelenamenti;da 50 a 59 anni;0;10;0                                                                                                                                                
2003;Traumatismi ed avvelenamenti;da 60 a 69 anni;3;18;0                                                                                                                                                
2003;Traumatismi ed avvelenamenti;da 70 a 74 anni;2;11;0                                                                                                                                                
2003;Traumatismi ed avvelenamenti;da 75 a 79 anni;14;15;0                                                                                                                                               
2003;Traumatismi ed avvelenamenti;da 80 a 84 anni;20;16;0                                                                                                                                               
2003;Tumori intestino;85 anni e oltre;31;12;0                                                                                                                                                           
2003;Tumori intestino;da 0 a 19 anni;0;16;0                                                                                                                                                             
2003;Tumori intestino;da 20 a 34 anni;0;20;0                                                                                                                                                            
2003;Tumori intestino;da 35 a 49 anni;2;13;0                                                                                                                                                            
2003;Tumori intestino;da 50 a 59 anni;7;19;0                                                                                                                                                            
2003;Tumori intestino;da 60 a 69 anni;16;15;0                                                                                                                                                           
2003;Tumori intestino;da 70 a 74 anni;11;11;0                                                                                                                                                           
2003;Tumori intestino;da 75 a 79 anni;15;17;0                                                                                                                                                           
2003;Tumori intestino;da 80 a 84 anni;23;10;0                                                                                                                                                           
2003;Tumori mammella;85 anni e oltre;20;14;0                                                                                                                                                            
2003;Tumori mammella;da 0 a 19 anni;0;17;0                                                                                                                                                              
2003;Tumori mammella;da 20 a 34 anni;0;13;0                                                                                                                                                             
2003;Tumori mammella;da 35 a 49 anni;10;15;0                                                                                                                                                            
2003;Tumori mammella;da 50 a 59 anni;9;19;0                                                                                                                                                             
2003;Tumori mammella;da 60 a 69 anni;15;12;0                                                                                                                                                            
2003;Tumori mammella;da 70 a 74 anni;11;20;0                                                                                                                                                            
2003;Tumori mammella;da 75 a 79 anni;6;16;0                                                                                                                                                             
2003;Tumori mammella;da 80 a 84 anni;11;12;0                                                                                                                                                            
2003;Tumori ovaio;85 anni e oltre;4;16;0                                                                                                                                                                
2003;Tumori ovaio;da 0 a 19 anni;0;20;0                                                                                                                                                                 
2003;Tumori ovaio;da 20 a 34 anni;0;11;0                                                                                                                                                                
2003;Tumori ovaio;da 35 a 49 anni;0;18;0                                                                                                                                                                
2003;Tumori ovaio;da 50 a 59 anni;2;14;0                                                                                                                                                                
2003;Tumori ovaio;da 60 a 69 anni;13;14;0                                                                                                                                                               
2003;Tumori ovaio;da 70 a 74 anni;5;18;0                                                                                                                                                                
2003;Tumori ovaio;da 75 a 79 anni;5;11;0                                                                                                                                                                
2003;Tumori ovaio;da 80 a 84 anni;1;10;0                                                                                                                                                                
2003;Tumori polmone;85 anni e oltre;10;17;0                                                                                                                                                             
2003;Tumori polmone;da 0 a 19 anni;0;11;0                                                                                                                                                               
2003;Tumori polmone;da 20 a 34 anni;0;15;0                                                                                                                                                              
2003;Tumori polmone;da 35 a 49 anni;1;19;0                                                                                                                                                              
2003;Tumori polmone;da 50 a 59 anni;12;12;0                                                                                                                                                             
2003;Tumori polmone;da 60 a 69 anni;18;19;0                                                                                                                                                             
2003;Tumori polmone;da 70 a 74 anni;19;15;0                                                                                                                                                             
2003;Tumori polmone;da 75 a 79 anni;21;13;0                                                                                                                                                             
2003;Tumori polmone;da 80 a 84 anni;13;17;0                                                                                                                                                             
2003;Tumori stomaco;85 anni e oltre;29;10;0                                                                                                                                                             
2003;Tumori stomaco;da 0 a 19 anni;0;11;0                                                                                                                                                               
2003;Tumori stomaco;da 20 a 34 anni;0;18;0                                                                                                                                                              
2003;Tumori stomaco;da 35 a 49 anni;0;10;0                                                                                                                                                              
2003;Tumori stomaco;da 50 a 59 anni;2;14;0                                                                                                                                                              
2003;Tumori stomaco;da 60 a 69 anni;7;18;0                                                                                                                                                              
2003;Tumori stomaco;da 70 a 74 anni;6;13;0                                                                                                                                                              
2003;Tumori stomaco;da 75 a 79 anni;7;20;0                                                                                                                                                              
2003;Tumori stomaco;da 80 a 84 anni;11;16;0                                                                                                                                                             
2003;Tumori utero;85 anni e oltre;6;12;0                                                                                                                                                                
2003;Tumori utero;da 0 a 19 anni;0;16;0                                                                                                                                                                 
2003;Tumori utero;da 20 a 34 anni;1;16;0                                                                                                                                                                
2003;Tumori utero;da 35 a 49 anni;1;12;0                                                                                                                                                                
2003;Tumori utero;da 50 a 59 anni;4;19;0                                                                                                                                                                
2003;Tumori utero;da 60 a 69 anni;2;20;0                                                                                                                                                                
2003;Tumori utero;da 70 a 74 anni;2;13;0                                                                                                                                                                
2003;Tumori utero;da 75 a 79 anni;2;17;0                                                                                                                                                                
2003;Tumori utero;da 80 a 84 anni;3;14;0                                                                                                                                                                
2003;Tumori vescica;85 anni e oltre;4;10;0                                                                                                                                                              
2003;Tumori vescica;da 0 a 19 anni;0;18;0                                                                                                                                                               
2003;Tumori vescica;da 20 a 34 anni;0;11;0                                                                                                                                                              
2003;Tumori vescica;da 35 a 49 anni;0;15;0                                                                                                                                                              
2003;Tumori vescica;da 50 a 59 anni;0;17;0                                                                                                                                                              
2003;Tumori vescica;da 60 a 69 anni;1;13;0                                                                                                                                                              
2003;Tumori vescica;da 70 a 74 anni;1;20;0                                                                                                                                                              
2003;Tumori vescica;da 75 a 79 anni;0;19;0                                                                                                                                                              
2003;Tumori vescica;da 80 a 84 anni;4;12;0                                                                                                                                                              
2004;Aids;85 anni e oltre;0;16;0                                                                                                                                                                        
2004;Aids;da 0 a 19 anni;0;15;0                                                                                                                                                                         
2004;Aids;da 20 a 34 anni;0;11;0                                                                                                                                                                        
2004;Aids;da 35 a 49 anni;3;17;0                                                                                                                                                                        
2004;Aids;da 50 a 59 anni;0;10;0                                                                                                                                                                        
2004;Aids;da 60 a 69 anni;0;14;0                                                                                                                                                                        
2004;Aids;da 70 a 74 anni;0;18;0                                                                                                                                                                        
2004;Aids;da 75 a 79 anni;0;14;0                                                                                                                                                                        
2004;Aids;da 80 a 84 anni;0;10;0                                                                                                                                                                        
2004;altre malattie del sistema circolatorio;85 anni e oltre;227;18;0                                                                                                                                   
2004;altre malattie del sistema circolatorio;da 0 a 19 anni;1;11;0                                                                                                                                      
2004;altre malattie del sistema circolatorio;da 20 a 34 anni;1;20;0                                                                                                                                     
2004;altre malattie del sistema circolatorio;da 35 a 49 anni;1;16;0                                                                                                                                     
2004;altre malattie del sistema circolatorio;da 50 a 59 anni;2;12;0                                                                                                                                     
2004;altre malattie del sistema circolatorio;da 60 a 69 anni;12;16;0                                                                                                                                    
2004;altre malattie del sistema circolatorio;da 70 a 74 anni;18;20;0                                                                                                                                    
2004;altre malattie del sistema circolatorio;da 75 a 79 anni;30;13;0                                                                                                                                    
2004;altre malattie del sistema circolatorio;da 80 a 84 anni;54;19;0                                                                                                                                    
2004;altre malattie dell'apparato digerente;85 anni e oltre;34;15;0                                                                                                                                     
2004;altre malattie dell'apparato digerente;da 0 a 19 anni;0;13;0                                                                                                                                       
2004;altre malattie dell'apparato digerente;da 20 a 34 anni;0;17;0                                                                                                                                      
2004;altre malattie dell'apparato digerente;da 35 a 49 anni;1;10;0                                                                                                                                      
2004;altre malattie dell'apparato digerente;da 50 a 59 anni;2;10;0                                                                                                                                      
2004;altre malattie dell'apparato digerente;da 60 a 69 anni;5;17;0                                                                                                                                      
2004;altre malattie dell'apparato digerente;da 70 a 74 anni;4;13;0                                                                                                                                      
2004;altre malattie dell'apparato digerente;da 75 a 79 anni;11;15;0                                                                                                                                     
2004;altre malattie dell'apparato digerente;da 80 a 84 anni;17;19;0                                                                                                                                     
2004;altre malattie dell'apparato respiratorio;85 anni e oltre;63;13;0                                                                                                                                  
2004;altre malattie dell'apparato respiratorio;da 0 a 19 anni;0;20;0                                                                                                                                    
2004;altre malattie dell'apparato respiratorio;da 20 a 34 anni;1;16;0                                                                                                                                   
2004;altre malattie dell'apparato respiratorio;da 35 a 49 anni;0;12;0                                                                                                                                   
2004;altre malattie dell'apparato respiratorio;da 50 a 59 anni;2;16;0                                                                                                                                   
2004;altre malattie dell'apparato respiratorio;da 60 a 69 anni;2;20;0                                                                                                                                   
2004;altre malattie dell'apparato respiratorio;da 70 a 74 anni;1;11;0                                                                                                                                   
2004;altre malattie dell'apparato respiratorio;da 75 a 79 anni;16;18;0                                                                                                                                  
2004;altre malattie dell'apparato respiratorio;da 80 a 84 anni;25;14;0                                                                                                                                  
2004;altre Malattie endocrine, del metabolismo e immunitarie;85 anni e oltre;12;14;0                                                                                                                    
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 0 a 19 anni;0;18;0                                                                                                                      
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 20 a 34 anni;0;14;0                                                                                                                     
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 35 a 49 anni;0;10;0                                                                                                                     
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 50 a 59 anni;0;17;0                                                                                                                     
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 60 a 69 anni;1;11;0                                                                                                                     
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 70 a 74 anni;3;15;0                                                                                                                     
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 75 a 79 anni;1;19;0                                                                                                                     
2004;altre Malattie endocrine, del metabolismo e immunitarie;da 80 a 84 anni;4;12;0                                                                                                                     
2004;altri Tumori;85 anni e oltre;65;19;0                                                                                                                                                               
2004;altri Tumori;da 0 a 19 anni;2;20;0                                                                                                                                                                 
2004;altri Tumori;da 20 a 34 anni;3;13;0                                                                                                                                                                
2004;altri Tumori;da 35 a 49 anni;5;17;0                                                                                                                                                                
2004;altri Tumori;da 50 a 59 anni;13;15;0                                                                                                                                                               
2004;altri Tumori;da 60 a 69 anni;31;11;0                                                                                                                                                               
2004;altri Tumori;da 70 a 74 anni;27;18;0                                                                                                                                                               
2004;altri Tumori;da 75 a 79 anni;49;10;0                                                                                                                                                               
2004;altri Tumori;da 80 a 84 anni;54;14;0                                                                                                                                                               
2004;Bronchite, enfisema ed asma;85 anni e oltre;23;17;0                                                                                                                                                
2004;Bronchite, enfisema ed asma;da 0 a 19 anni;0;13;0                                                                                                                                                  
2004;Bronchite, enfisema ed asma;da 20 a 34 anni;0;20;0                                                                                                                                                 
2004;Bronchite, enfisema ed asma;da 35 a 49 anni;0;19;0                                                                                                                                                 
2004;Bronchite, enfisema ed asma;da 50 a 59 anni;0;12;0                                                                                                                                                 
2004;Bronchite, enfisema ed asma;da 60 a 69 anni;5;16;0                                                                                                                                                 
2004;Bronchite, enfisema ed asma;da 70 a 74 anni;1;16;0                                                                                                                                                 
2004;Bronchite, enfisema ed asma;da 75 a 79 anni;11;12;0                                                                                                                                                
2004;Bronchite, enfisema ed asma;da 80 a 84 anni;11;19;0                                                                                                                                                
2004;Cardiopatia ischemica;85 anni e oltre;139;20;0                                                                                                                                                     
2004;Cardiopatia ischemica;da 0 a 19 anni;0;13;0                                                                                                                                                        
2004;Cardiopatia ischemica;da 20 a 34 anni;0;18;0                                                                                                                                                       
2004;Cardiopatia ischemica;da 35 a 49 anni;0;14;0                                                                                                                                                       
2004;Cardiopatia ischemica;da 50 a 59 anni;3;10;0                                                                                                                                                       
2004;Cardiopatia ischemica;da 60 a 69 anni;7;18;0                                                                                                                                                       
2004;Cardiopatia ischemica;da 70 a 74 anni;13;11;0                                                                                                                                                      
2004;Cardiopatia ischemica;da 75 a 79 anni;29;15;0                                                                                                                                                      
2004;Cardiopatia ischemica;da 80 a 84 anni;56;17;0                                                                                                                                                      
2004;Cirrosi epatica;85 anni e oltre;5;13;0                                                                                                                                                             
2004;Cirrosi epatica;da 0 a 19 anni;0;15;0                                                                                                                                                              
2004;Cirrosi epatica;da 20 a 34 anni;0;19;0                                                                                                                                                             
2004;Cirrosi epatica;da 35 a 49 anni;1;12;0                                                                                                                                                             
2004;Cirrosi epatica;da 50 a 59 anni;1;19;0                                                                                                                                                             
2004;Cirrosi epatica;da 60 a 69 anni;0;15;0                                                                                                                                                             
2004;Cirrosi epatica;da 70 a 74 anni;6;11;0                                                                                                                                                             
2004;Cirrosi epatica;da 75 a 79 anni;5;17;0                                                                                                                                                             
